matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
delaunay_n23.mtx,auto,50331568,0.55568,0.632,1.13735,1,-1,0,dict_u8_lossless,ok
hugebubbles-00020.mtx,bfp8,63580358,1.14416,1.30432,1.13998,1.99796,-1,0,bfp8_blocks+bf16_residual,ok
hugebubbles-00020.mtx,auto,63580358,1.24202,1.30778,1.05295,1,-1,0,dict_u8_lossless,ok
uk.mtx,bfp8,13674,0.005216,0.00448,0.858896,1.99941,-1,0,bfp8_blocks+bf16_residual,ok
uk.mtx,auto,13674,0.00464,0.005664,1.22069,1.00059,-1,0,dict_u8_lossless,ok
cavity07.mtx,bfp8,32702,0.00688,0.006752,0.981395,1.37411,-1,0,bfp8_blocks+bf16_residual,ok
cavity07.mtx,auto,32702,0.006976,0.006784,0.972477,1.37411,-1,0,bfp8_blocks+bf16_residual,ok
cavity15.mtx,bfp8,71601,0.00704,0.007136,1.01364,1.39608,-1,0,bfp8_blocks+bf16_residual,ok
cavity15.mtx,auto,71601,0.007648,0.00688,0.899582,1.39608,-1,0,bfp8_blocks+bf16_residual,ok
cavity23.mtx,bfp8,131735,0.007424,0.007296,0.982759,1.38505,-1,0,bfp8_blocks+bf16_residual,ok
cavity23.mtx,auto,131735,0.007936,0.007168,0.903226,1.38505,-1,0,bfp8_blocks+bf16_residual,ok
poisson2D.mtx,bfp8,2417,0.004448,0.004608,1.03597,2,-1,0,bfp8_blocks+bf16_residual,ok
poisson2D.mtx,auto,2417,0.00448,0.004224,0.942857,2,-1,0,bfp8_blocks+bf16_residual,ok
ex15.mtx,bfp8,98671,0.004704,0.00704,1.4966,1.3951,-1,0,bfp8_blocks+bf16_residual,ok
ex15.mtx,auto,98671,0.006336,0.00624,0.984848,1.3951,-1,0,bfp8_blocks+bf16_residual,ok
ex25.mtx,bfp8,24369,0.007328,0.007072,0.965065,1.23423,-1,0,bfp8_blocks+bf16_residual,ok
ex25.mtx,auto,24369,0.006432,0.008512,1.32338,1.23423,-1,0,bfp8_blocks+bf16_residual,ok
ex33.mtx,bfp8,22189,0.006368,0.006144,0.964824,1.46374,-1,0,bfp8_blocks+bf16_residual,ok
ex33.mtx,auto,22189,0.00656,0.004704,0.717073,1.46374,-1,0,bfp8_blocks+bf16_residual,ok
ex8.mtx,bfp8,90841,0.007424,0.006208,0.836207,1.27942,-1,0,bfp8_blocks+bf16_residual,ok
ex8.mtx,auto,90841,0.008352,0.008512,1.01916,1.27942,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k100_A_06.mtx,bfp8,1025404,0.018848,0.018336,0.972835,1.29204,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k100_A_06.mtx,auto,1025404,0.024224,0.018816,0.77675,1.00158,-1,0,dict_u8_lossless,ok
Spielman_k200_A_03.mtx,bfp8,8100804,0.093952,0.120832,1.2861,1.27114,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k200_A_03.mtx,auto,8100804,0.093152,0.110944,1.191,1.27114,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k300.mtx,bfp8,27226204,0.460512,0.50304,1.09235,1.26412,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k300.mtx,auto,27226204,0.461856,0.501824,1.08654,1.26412,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k300_A_08.mtx,bfp8,27226204,0.46256,0.50176,1.08475,1.26412,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k300_A_08.mtx,auto,27226204,0.463392,0.501664,1.08259,1.26412,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k400_A_05.mtx,bfp8,64401604,1.11421,1.13939,1.0226,1.2606,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k400_A_05.mtx,auto,64401604,1.08781,1.16442,1.07042,1.2606,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k500_A_02.mtx,bfp8,125627004,2.152,2.23664,1.03933,1.25848,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k500_A_02.mtx,auto,125627004,2.12512,2.22947,1.0491,1.25848,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k500_A_10.mtx,bfp8,125627004,2.14506,2.23379,1.04137,1.25848,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k500_A_10.mtx,auto,125627004,2.14682,2.23366,1.04045,1.25848,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k600_A_07.mtx,bfp8,216902404,3.68576,3.82224,1.03703,1.25707,-1,0,bfp8_blocks+bf16_residual,ok
Spielman_k600_A_07.mtx,auto,216902404,3.68691,3.82304,1.03692,1.25707,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_03.mtx,bfp8,1100592,0.015072,0.018784,1.24628,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_03.mtx,auto,1100592,0.01504,0.019104,1.27021,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_11.mtx,bfp8,1100592,0.014432,0.019168,1.32816,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_11.mtx,auto,1100592,0.013632,0.018624,1.3662,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_19.mtx,bfp8,1100592,0.013696,0.018592,1.35748,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_19.mtx,auto,1100592,0.013728,0.018592,1.35431,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_27.mtx,bfp8,1100592,0.014336,0.019328,1.34821,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i1_A_27.mtx,auto,1100592,0.01488,0.018816,1.26452,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_06.mtx,bfp8,797974,0.012352,0.01504,1.21762,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_06.mtx,auto,797974,0.012096,0.014656,1.21164,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_14.mtx,bfp8,797974,0.011456,0.014496,1.26536,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_14.mtx,auto,797974,0.011936,0.014656,1.22788,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_22.mtx,bfp8,797974,0.012032,0.016,1.32979,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i2_A_22.mtx,auto,797974,0.014048,0.014624,1.041,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_05.mtx,bfp8,499696,0.009664,0.01136,1.1755,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_05.mtx,auto,499696,0.008864,0.011648,1.31408,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_13.mtx,bfp8,499696,0.008736,0.01104,1.26374,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_13.mtx,auto,499696,0.00864,0.010848,1.25556,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_21.mtx,bfp8,499696,0.0088,0.01088,1.23636,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i3_A_21.mtx,auto,499696,0.009088,0.010368,1.14085,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_01.mtx,bfp8,814436,0.012,0.0144,1.2,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_01.mtx,auto,814436,0.014208,0.015232,1.07207,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_09.mtx,bfp8,814436,0.010656,0.0144,1.35135,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_09.mtx,auto,814436,0.0128,0.014624,1.1425,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_17.mtx,bfp8,814436,0.012544,0.014656,1.16837,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_17.mtx,auto,814436,0.013824,0.014752,1.06713,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_25.mtx,bfp8,814436,0.012512,0.01504,1.20205,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i4_A_25.mtx,auto,814436,0.013312,0.014496,1.08894,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_06.mtx,bfp8,499982,0.008992,0.0112,1.24555,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_06.mtx,auto,499982,0.009056,0.011744,1.29682,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_14.mtx,bfp8,499982,0.009728,0.011584,1.19079,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_14.mtx,auto,499982,0.009728,0.011584,1.19079,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_22.mtx,bfp8,499982,0.009408,0.011264,1.19728,2,-1,0,bfp8_blocks+bf16_residual,ok
uni_chimera_i5_A_22.mtx,auto,499982,0.008864,0.010368,1.16967,2,-1,0,bfp8_blocks+bf16_residual,ok
aug3d.mtx,bfp8,69984,0.005632,0.005184,0.920455,1.90638,-1,0,bfp8_blocks+bf16_residual,ok
aug3d.mtx,auto,69984,0.004864,0.004544,0.934211,1.00023,-1,0,dict_u8_lossless,ok
qpband.mtx,bfp8,45000,0.0048,0.003872,0.806667,2,-1,0,bfp8_blocks+bf16_residual,ok
qpband.mtx,auto,45000,0.00384,0.003328,0.866667,1.00089,-1,0,dict_u8_lossless,ok
pesa.mtx,bfp8,79566,0.005888,0.004992,0.847826,1.80284,-1,0,bfp8_blocks+bf16_residual,ok
pesa.mtx,auto,79566,0.007424,0.005568,0.75,1.00131,-1,0,dict_u8_lossless,ok
wb-cs-stanford.mtx,bfp8,36854,0.009952,0.00944,0.948553,1.78049,-1,0,bfp8_blocks+bf16_residual,ok
wb-cs-stanford.mtx,auto,36854,0.012992,0.0088,0.67734,1.00022,-1,0,dict_u8_lossless,ok
Goodwin_054.mtx,bfp8,1030878,0.00896,0.009952,1.11071,1.4525,-1,0,bfp8_blocks+bf16_residual,ok
Goodwin_054.mtx,auto,1030878,0.008672,0.009088,1.04797,1.4525,-1,0,bfp8_blocks+bf16_residual,ok
b1_ss.mtx,bfp8,15,0.005248,0.005376,1.02439,2,-1,0,bfp8_blocks+bf16_residual,ok
b1_ss.mtx,auto,15,0.005312,0.004384,0.825301,4.73333,-1,0,dict_u8_lossless,ok
bayer08.mtx,bfp8,20698,0.005952,0.007488,1.25806,1.60561,-1,0,bfp8_blocks+bf16_residual,ok
bayer08.mtx,auto,20698,0.006496,0.00672,1.03448,1.60561,-1,0,bfp8_blocks+bf16_residual,ok
poli.mtx,bfp8,8188,0.006336,0.005824,0.919192,1.99279,-1,0,bfp8_blocks+bf16_residual,ok
poli.mtx,auto,8188,0.007136,0.006528,0.914798,1.99279,-1,0,bfp8_blocks+bf16_residual,ok
G13.mtx,bfp8,3200,0.003712,0.00448,1.2069,2,-1,0,bfp8_blocks+bf16_residual,ok
G13.mtx,auto,3200,0.004736,0.004032,0.851351,1.005,-1,0,dict_u8_lossless,ok
G20.mtx,bfp8,9344,0.0072,0.008544,1.18667,1.97549,-1,0,bfp8_blocks+bf16_residual,ok
G20.mtx,auto,9344,0.009792,0.008768,0.895425,1.00171,-1,0,dict_u8_lossless,ok
G28.mtx,bfp8,39980,0.006496,0.004736,0.729064,2,-1,0,bfp8_blocks+bf16_residual,ok
G28.mtx,auto,39980,0.00672,0.007392,1.1,1.0004,-1,0,dict_u8_lossless,ok
G35.mtx,bfp8,23556,0.009088,0.009888,1.08803,1.98917,-1,0,bfp8_blocks+bf16_residual,ok
G35.mtx,auto,23556,0.01328,0.009728,0.73253,1.00034,-1,0,dict_u8_lossless,ok
G42.mtx,bfp8,23558,0.010336,0.010912,1.05573,1.9899,-1,0,bfp8_blocks+bf16_residual,ok
G42.mtx,auto,23558,0.014112,0.010624,0.752834,1.00068,-1,0,dict_u8_lossless,ok
G5.mtx,bfp8,38352,0.006592,0.007488,1.13592,2,-1,0,bfp8_blocks+bf16_residual,ok
G5.mtx,auto,38352,0.007072,0.006368,0.900452,1.00021,-1,0,dict_u8_lossless,ok
G57.mtx,bfp8,20000,0.005184,0.003968,0.765432,2,-1,0,bfp8_blocks+bf16_residual,ok
G57.mtx,auto,20000,0.003872,0.004736,1.22314,1.0008,-1,0,dict_u8_lossless,ok
G64.mtx,bfp8,82918,0.011648,0.012736,1.09341,1.99807,-1,0,bfp8_blocks+bf16_residual,ok
G64.mtx,auto,82918,0.015168,0.012288,0.810127,1.00019,-1,0,dict_u8_lossless,ok
TEM152078_M.mtx,bfp8,6459330,0.025152,0.02768,1.10051,1.48856,-1,0,bfp8_blocks+bf16_residual,ok
TEM152078_M.mtx,auto,6459330,0.0256,0.027168,1.06125,1.48856,-1,0,bfp8_blocks+bf16_residual,ok
685_bus.mtx,bfp8,3249,0.005696,0.005024,0.882023,1.85349,-1,0,bfp8_blocks+bf16_residual,ok
685_bus.mtx,auto,3249,0.005408,0.005216,0.964497,1.85349,-1,0,bfp8_blocks+bf16_residual,ok
ash958.mtx,bfp8,1916,0.005248,0.005024,0.957317,1.82098,-1,0,bfp8_blocks+bf16_residual,ok
ash958.mtx,auto,1916,0.00496,0.004928,0.993548,1.00418,-1,0,dict_u8_lossless,ok
bcspwr08.mtx,bfp8,6050,0.005696,0.005472,0.960674,1.93669,-1,0,bfp8_blocks+bf16_residual,ok
bcspwr08.mtx,auto,6050,0.004928,0.005184,1.05195,1.00132,-1,0,dict_u8_lossless,ok
bcsstk06.mtx,bfp8,7860,0.006432,0.005536,0.860696,1.31565,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk06.mtx,auto,7860,0.00688,0.006656,0.967442,1.31565,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk14.mtx,bfp8,63454,0.008288,0.007488,0.903475,1.2305,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk14.mtx,auto,63454,0.008608,0.009312,1.08178,1.2305,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk24.mtx,bfp8,159910,0.008768,0.009312,1.06204,1.16623,-1,0,bfp8_blocks+bf16_residual,ok
bcsstk24.mtx,auto,159910,0.009216,0.009376,1.01736,1.16623,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm04.mtx,bfp8,66,0.006208,0.005472,0.881443,2,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm04.mtx,auto,66,0.004864,0.004672,0.960526,2.45455,-1,0,dict_u8_lossless,ok
bcsstm12.mtx,bfp8,19659,0.00624,0.005952,0.953846,1.43904,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm12.mtx,auto,19659,0.00672,0.005888,0.87619,1.43904,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm25.mtx,bfp8,15439,0.005408,0.005504,1.01775,2,-1,0,bfp8_blocks+bf16_residual,ok
bcsstm25.mtx,auto,15439,0.00464,0.005024,1.08276,2,-1,0,bfp8_blocks+bf16_residual,ok
bp_1000.mtx,bfp8,4661,0.00768,0.008032,1.04583,1.97232,-1,0,bfp8_blocks+bf16_residual,ok
bp_1000.mtx,auto,4661,0.007584,0.008608,1.13502,1.97232,-1,0,bfp8_blocks+bf16_residual,ok
can_1054.mtx,bfp8,12196,0.0072,0.007264,1.00889,1.65407,-1,0,bfp8_blocks+bf16_residual,ok
can_1054.mtx,auto,12196,0.008864,0.006304,0.711191,1.00066,-1,0,dict_u8_lossless,ok
can_268.mtx,bfp8,3082,0.006688,0.006112,0.913876,1.68819,-1,0,bfp8_blocks+bf16_residual,ok
can_268.mtx,auto,3082,0.007072,0.006656,0.941176,1.0026,-1,0,dict_u8_lossless,ok
can_838.mtx,bfp8,10010,0.006464,0.006144,0.950495,1.78911,-1,0,bfp8_blocks+bf16_residual,ok
can_838.mtx,auto,10010,0.006976,0.006144,0.880734,1.0008,-1,0,dict_u8_lossless,ok
dwt_1007.mtx,bfp8,8575,0.00656,0.004928,0.751219,1.50601,-1,0,bfp8_blocks+bf16_residual,ok
dwt_1007.mtx,auto,8575,0.00592,0.005952,1.00541,1.00093,-1,0,dict_u8_lossless,ok
dwt_245.mtx,bfp8,1461,0.0056,0.00528,0.942857,1.53593,-1,0,bfp8_blocks+bf16_residual,ok
dwt_245.mtx,auto,1461,0.006176,0.005664,0.917098,1.00548,-1,0,dict_u8_lossless,ok
dwt_503.mtx,bfp8,6027,0.006752,0.00576,0.853081,1.58404,-1,0,bfp8_blocks+bf16_residual,ok
dwt_503.mtx,auto,6027,0.007104,0.005216,0.734234,1.00133,-1,0,dict_u8_lossless,ok
dwt_869.mtx,bfp8,7285,0.006656,0.005568,0.836538,1.50817,-1,0,bfp8_blocks+bf16_residual,ok
dwt_869.mtx,auto,7285,0.006112,0.005888,0.963351,1.0011,-1,0,dict_u8_lossless,ok
fs_183_4.mtx,bfp8,1069,0.007168,0.006496,0.90625,1.94387,-1,0,bfp8_blocks+bf16_residual,ok
fs_183_4.mtx,auto,1069,0.005888,0.007136,1.21196,1.94387,-1,0,bfp8_blocks+bf16_residual,ok
fs_680_3.mtx,bfp8,2471,0.006016,0.00512,0.851064,1.78996,-1,0,bfp8_blocks+bf16_residual,ok
fs_680_3.mtx,auto,2471,0.0048,0.003744,0.78,1.78996,-1,0,bfp8_blocks+bf16_residual,ok
gr_30_30.mtx,bfp8,7744,0.004064,0.004224,1.03937,1.48502,-1,0,bfp8_blocks+bf16_residual,ok
gr_30_30.mtx,auto,7744,0.007136,0.006848,0.959641,1.00207,-1,0,dict_u8_lossless,ok
hor_131.mtx,bfp8,4182,0.004448,0.006048,1.35971,1.66356,-1,0,bfp8_blocks+bf16_residual,ok
hor_131.mtx,auto,4182,0.007136,0.006304,0.883408,1.66356,-1,0,bfp8_blocks+bf16_residual,ok
impcol_e.mtx,bfp8,1303,0.005728,0.006368,1.11173,1.64006,-1,0,bfp8_blocks+bf16_residual,ok
impcol_e.mtx,auto,1303,0.006048,0.005632,0.931217,1.64006,-1,0,bfp8_blocks+bf16_residual,ok
jagmesh8.mtx,bfp8,7465,0.005728,0.004896,0.854749,1.61085,-1,0,bfp8_blocks+bf16_residual,ok
jagmesh8.mtx,auto,7465,0.004352,0.004096,0.941176,1.00107,-1,0,dict_u8_lossless,ok
lns_511.mtx,bfp8,2796,0.005344,0.004192,0.784431,1.82403,-1,0,bfp8_blocks+bf16_residual,ok
lns_511.mtx,auto,2796,0.003872,0.00608,1.57025,1.82403,-1,0,bfp8_blocks+bf16_residual,ok
lshp1009.mtx,bfp8,6865,0.003872,0.003872,1,1.59971,-1,0,bfp8_blocks+bf16_residual,ok
lshp1009.mtx,auto,6865,0.00432,0.004512,1.04444,1.00117,-1,0,dict_u8_lossless,ok
lshp_265.mtx,bfp8,1753,0.005888,0.005408,0.918478,1.58585,-1,0,bfp8_blocks+bf16_residual,ok
lshp_265.mtx,auto,1753,0.004704,0.004832,1.02721,1.00456,-1,0,dict_u8_lossless,ok
man_5976.mtx,bfp8,225046,0.008064,0.008032,0.996032,1.16996,-1,0,bfp8_blocks+bf16_residual,ok
man_5976.mtx,auto,225046,0.009248,0.006112,0.6609,1.00004,-1,0,dict_u8_lossless,ok
nnc666.mtx,bfp8,4032,0.005856,0.004096,0.699454,1.75471,-1,0,bfp8_blocks+bf16_residual,ok
nnc666.mtx,auto,4032,0.006464,0.005504,0.851485,1.02778,-1,0,dict_u8_lossless,ok
orani678.mtx,bfp8,90158,0.013728,0.012544,0.913753,1.22373,-1,0,bfp8_blocks+bf16_residual,ok
orani678.mtx,auto,90158,0.01456,0.0136,0.934066,1.22373,-1,0,bfp8_blocks+bf16_residual,ok
plskz362.mtx,bfp8,1760,0.004832,0.003808,0.788079,1.9767,-1,0,bfp8_blocks+bf16_residual,ok
plskz362.mtx,auto,1760,0.003808,0.003872,1.01681,1.9767,-1,0,bfp8_blocks+bf16_residual,ok
saylr1.mtx,bfp8,1128,0.004288,0.00448,1.04478,1.60018,-1,0,bfp8_blocks+bf16_residual,ok
saylr1.mtx,auto,1128,0.006208,0.005536,0.891753,1.60018,-1,0,bfp8_blocks+bf16_residual,ok
shl_0.mtx,bfp8,1687,0.005472,0.00544,0.994152,2,-1,0,bfp8_blocks+bf16_residual,ok
shl_0.mtx,auto,1687,0.006688,0.006464,0.966507,1.83462,-1,0,dict_u8_lossless,ok
str_200.mtx,bfp8,3068,0.006176,0.004832,0.782383,1.59518,-1,0,bfp8_blocks+bf16_residual,ok
str_200.mtx,auto,3068,0.006496,0.006368,0.980296,1.59518,-1,0,bfp8_blocks+bf16_residual,ok
west0132.mtx,bfp8,413,0.004832,0.003552,0.735099,1.96126,-1,0,bfp8_blocks+bf16_residual,ok
west0132.mtx,auto,413,0.005728,0.005056,0.882682,5.57143,-1,0,dict_u8_lossless,ok
west1505.mtx,bfp8,5414,0.00384,0.003872,1.00833,1.96103,-1,0,bfp8_blocks+bf16_residual,ok
west1505.mtx,auto,5414,0.00384,0.003808,0.991667,1.96103,-1,0,bfp8_blocks+bf16_residual,ok
zenios.mtx,bfp8,1314,0.003872,0.003872,1,2,-1,0,bfp8_blocks+bf16_residual,ok
