matrix,codec,nnz,joint_ms,hybrid_fp64_ms,joint_speedup_vs_hybrid,bytes_per_nnz,rel_err,pass_1e-2,joint_value_codec,status
rgg010.mtx,bfp8,76,0.004544,0.004928,1.08451,1.43421,6.2779e-05,1,bfp8_blocks+bf16_residual,ok
rgg010.mtx,bfp8_outlier,76,0.003904,0.0048,1.22951,1.43421,6.2779e-05,1,bfp8_outlier_blocks+bf16_residual,ok
rgg010.mtx,auto,76,0.004992,0.00384,0.769231,1.10526,0,1,dict_u8_lossless,ok
bibd_16_8.mtx,bfp8,360360,0.014944,0.012384,0.828694,1.33364,6.53697e-05,1,bfp8_blocks+bf16_residual,ok
bibd_16_8.mtx,bfp8_outlier,360360,0.016064,0.013728,0.854582,1.33364,6.53697e-05,1,bfp8_outlier_blocks+bf16_residual,ok
bibd_16_8.mtx,auto,360360,0.023552,0.012032,0.51087,1.00002,0,1,dict_u8_lossless,ok
aa5.mtx,bfp8,65953,0.014048,0.015968,1.13667,1.79437,3.24179e-05,1,bfp8_blocks+bf16_residual,ok
aa5.mtx,bfp8_outlier,65953,0.015296,0.01408,0.920502,1.79437,3.24179e-05,1,bfp8_outlier_blocks+bf16_residual,ok
aa5.mtx,auto,65953,0.021472,0.014496,0.675112,1.00012,0,1,dict_u8_lossless,ok
mycielskian3.mtx,bfp8,10,0.005472,0.002912,0.532164,2,0,1,bfp8_blocks+bf16_residual,ok
mycielskian3.mtx,bfp8_outlier,10,0.00384,0.003808,0.991667,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
mycielskian3.mtx,auto,10,0.003808,0.00384,1.0084,1.8,0,1,dict_u8_lossless,ok
polbooks.mtx,bfp8,882,0.004,0.004096,1.024,1.68934,4.68409e-05,1,bfp8_blocks+bf16_residual,ok
polbooks.mtx,bfp8_outlier,882,0.004,0.004064,1.016,1.68934,4.68409e-05,1,bfp8_outlier_blocks+bf16_residual,ok
polbooks.mtx,auto,882,0.004544,0.004064,0.894366,1.00907,0,1,dict_u8_lossless,ok
barth4.mtx,bfp8,40965,0.004928,0.004064,0.824675,1.67995,3.32919e-05,1,bfp8_blocks+bf16_residual,ok
barth4.mtx,bfp8_outlier,40965,0.003904,0.004032,1.03279,1.67995,3.32919e-05,1,bfp8_outlier_blocks+bf16_residual,ok
barth4.mtx,auto,40965,0.004448,0.004032,0.906475,1.0002,0,1,dict_u8_lossless,ok
jazz.mtx,bfp8,5484,0.006496,0.008672,1.33498,1.8512,5.08626e-05,1,bfp8_blocks+bf16_residual,ok
jazz.mtx,bfp8_outlier,5484,0.00592,0.006432,1.08649,1.8512,5.08626e-05,1,bfp8_outlier_blocks+bf16_residual,ok
jazz.mtx,auto,5484,0.008512,0.008608,1.01128,1.00146,0,1,dict_u8_lossless,ok
G67.mtx,bfp8,40000,0.004704,0.004192,0.891156,2,0,1,bfp8_blocks+bf16_residual,ok
G67.mtx,bfp8_outlier,40000,0.003808,0.003808,1,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
G67.mtx,auto,40000,0.00384,0.00384,1,1.0004,0,1,dict_u8_lossless,ok
ch4-4-b1.mtx,bfp8,144,0.004736,0.004256,0.898649,1.75694,3.48772e-05,1,bfp8_blocks+bf16_residual,ok
ch4-4-b1.mtx,bfp8_outlier,144,0.003808,0.003872,1.01681,1.75694,3.48772e-05,1,bfp8_outlier_blocks+bf16_residual,ok
ch4-4-b1.mtx,auto,144,0.00384,0.003904,1.01667,1.11111,0,1,dict_u8_lossless,ok
n2c6-b1.mtx,bfp8,210,0.003872,0.003872,1,1.79524,3.48772e-05,1,bfp8_blocks+bf16_residual,ok
n2c6-b1.mtx,bfp8_outlier,210,0.00384,0.003904,1.01667,1.79524,3.48772e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n2c6-b1.mtx,auto,210,0.005344,0.004672,0.874251,1.07619,0,1,dict_u8_lossless,ok
n3c5-b2.mtx,bfp8,360,0.003872,0.00384,0.991736,1.76111,4.43892e-05,1,bfp8_blocks+bf16_residual,ok
n3c5-b2.mtx,bfp8_outlier,360,0.005504,0.004416,0.802326,1.76111,4.43892e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n3c5-b2.mtx,auto,360,0.003872,0.003808,0.983471,1.04444,0,1,dict_u8_lossless,ok
n4c5-b1.mtx,bfp8,210,0.003936,0.00384,0.97561,1.79524,3.48772e-05,1,bfp8_blocks+bf16_residual,ok
n4c5-b1.mtx,bfp8_outlier,210,0.004064,0.00384,0.944882,1.79524,3.48772e-05,1,bfp8_outlier_blocks+bf16_residual,ok
n4c5-b1.mtx,auto,210,0.005312,0.003424,0.644578,1.07619,0,1,dict_u8_lossless,ok
nsir_A_1.mtx,bfp8,143249,0.014176,0.014144,0.997743,1.72387,0.00169699,1,bfp8_blocks+bf16_residual,ok
nsir_A_1.mtx,bfp8_outlier,143249,0.014144,0.01408,0.995475,1.72387,0.00169699,1,bfp8_outlier_blocks+bf16_residual,ok
nsir_A_1.mtx,auto,143249,0.021344,0.014112,0.661169,1.00011,4.98132e-08,1,dict_u8_lossless,ok
tols4000.mtx,bfp8,8784,0.00624,0.006432,1.03077,1.84745,0.00272808,1,bfp8_blocks+bf16_residual,ok
tols4000.mtx,bfp8_outlier,8784,0.008768,0.007968,0.908759,1.8602,0.00272808,1,bfp8_outlier_blocks+bf16_residual,ok
tols4000.mtx,auto,8784,0.006304,0.006336,1.00508,1.84745,0.00272808,1,bfp8_blocks+bf16_residual,ok
qiulp.mtx,bfp8,4492,0.008832,0.009152,1.03623,2,0.000879894,1,bfp8_blocks+bf16_residual,ok
qiulp.mtx,bfp8_outlier,4492,0.009376,0.009216,0.982935,2,0.000879894,1,bfp8_outlier_blocks+bf16_residual,ok
qiulp.mtx,auto,4492,0.010688,0.007904,0.739521,1.03918,2.68522e-08,1,dict_u8_lossless,ok
GL7d25.mtx,bfp8,81671,0.011808,0.011456,0.97019,2,0,1,bfp8_blocks+bf16_residual,ok
GL7d25.mtx,bfp8_outlier,81671,0.008288,0.008192,0.988417,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
GL7d25.mtx,auto,81671,0.013664,0.00832,0.608899,1.00196,0,1,dict_u8_lossless,ok
dano3mip.mtx,bfp8,81633,0.005888,0.006144,1.04348,2,0.00125156,1,bfp8_blocks+bf16_residual,ok
dano3mip.mtx,bfp8_outlier,81633,0.005888,0.00624,1.05978,2,0.00125156,1,bfp8_outlier_blocks+bf16_residual,ok
dano3mip.mtx,auto,81633,0.008352,0.006176,0.739464,1.01127,7.82228e-09,1,dict_u8_lossless,ok
deter7.mtx,bfp8,37131,0.006592,0.00704,1.06796,2,0.00304503,1,bfp8_blocks+bf16_residual,ok
deter7.mtx,bfp8_outlier,37131,0.004384,0.004704,1.07299,2,0.00304503,1,bfp8_outlier_blocks+bf16_residual,ok
deter7.mtx,auto,37131,0.005984,0.00672,1.12299,2,0.00304503,1,bfp8_blocks+bf16_residual,ok
flowmeter0_B.mtx,bfp8,24,0.003808,0.003808,1,2,0.00200129,1,bfp8_blocks+bf16_residual,ok
flowmeter0_B.mtx,bfp8_outlier,24,0.00384,0.003808,0.991667,2,0.00200129,1,bfp8_outlier_blocks+bf16_residual,ok
flowmeter0_B.mtx,auto,24,0.003872,0.00384,0.991736,9,2.96673e-08,1,dict_u8_lossless,ok
sx-askubuntu_C2Q.mtx,bfp8,198852,0.013728,0.01296,0.944056,2,0,1,bfp8_blocks+bf16_residual,ok
sx-askubuntu_C2Q.mtx,bfp8_outlier,198852,0.012064,0.01216,1.00796,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
sx-askubuntu_C2Q.mtx,auto,198852,0.017984,0.013344,0.741993,1.00354,0,1,dict_u8_lossless,ok
cdde1.mtx,bfp8,4681,0.003808,0.003808,1,1.58449,0.000379219,1,bfp8_blocks+bf16_residual,ok
cdde1.mtx,bfp8_outlier,4681,0.003808,0.004864,1.27731,1.58449,0.000379219,1,bfp8_outlier_blocks+bf16_residual,ok
cdde1.mtx,auto,4681,0.004096,0.00384,0.9375,1.00855,0,1,dict_u8_lossless,ok
IG5-8.mtx,bfp8,1711,0.004416,0.004608,1.04348,1.83226,0.00662598,1,bfp8_blocks+bf16_residual,ok
IG5-8.mtx,bfp8_outlier,1711,0.004512,0.00464,1.02837,1.83226,0.00662598,1,bfp8_outlier_blocks+bf16_residual,ok
IG5-8.mtx,auto,1711,0.00592,0.004736,0.8,1.03273,0,1,dict_u8_lossless,ok
relat3.mtx,bfp8,24,0.003872,0.00384,0.991736,1.41667,0.0552979,0,bfp8_blocks+bf16_residual,ok
relat3.mtx,bfp8_outlier,24,0.004768,0.00496,1.04027,1.41667,0.0552979,0,bfp8_outlier_blocks+bf16_residual,ok
relat3.mtx,auto,24,0.003808,0.004992,1.31092,2.33333,0,1,dict_u8_lossless,ok
nemsafm.mtx,bfp8,2826,0.006176,0.006112,0.989637,2,0.000768983,1,bfp8_blocks+bf16_residual,ok
nemsafm.mtx,bfp8_outlier,2826,0.00384,0.003936,1.025,2,0.000768983,1,bfp8_outlier_blocks+bf16_residual,ok
nemsafm.mtx,auto,2826,0.004096,0.005088,1.24219,1.01132,7.6288e-08,1,dict_u8_lossless,ok
GD01_c.mtx,bfp8,135,0.00496,0.004832,0.974194,1.56296,0.00305757,1,bfp8_blocks+bf16_residual,ok
GD01_c.mtx,bfp8_outlier,135,0.003808,0.003872,1.01681,1.56296,0.00305757,1,bfp8_outlier_blocks+bf16_residual,ok
GD01_c.mtx,auto,135,0.004128,0.004704,1.13953,1.11852,0,1,dict_u8_lossless,ok
dw4096.mtx,bfp8,41746,0.00384,0.003872,1.00833,1.55766,0.00452026,1,bfp8_blocks+bf16_residual,ok
dw4096.mtx,bfp8_outlier,41746,0.006752,0.00448,0.663507,1.57912,0.00452026,1,bfp8_outlier_blocks+bf16_residual,ok
dw4096.mtx,auto,41746,0.00384,0.003936,1.025,1.55766,0.00452026,1,bfp8_blocks+bf16_residual,ok
plskz362.mtx,bfp8,1760,0.004064,0.005248,1.29134,1.9767,0.00177724,1,bfp8_blocks+bf16_residual,ok
plskz362.mtx,bfp8_outlier,1760,0.00448,0.004864,1.08571,1.9767,0.00177724,1,bfp8_outlier_blocks+bf16_residual,ok
plskz362.mtx,auto,1760,0.00384,0.00384,1,1.9767,0.00177724,1,bfp8_blocks+bf16_residual,ok
eurqsa.mtx,bfp8,46142,0.003968,0.004224,1.06452,1.75411,0.00152907,1,bfp8_blocks+bf16_residual,ok
eurqsa.mtx,bfp8_outlier,46142,0.003968,0.004352,1.09677,1.75411,0.00152907,1,bfp8_outlier_blocks+bf16_residual,ok
eurqsa.mtx,auto,46142,0.006144,0.007008,1.14062,1.75411,0.00152907,1,bfp8_blocks+bf16_residual,ok
shl_0.mtx,bfp8,1687,0.0064,0.007008,1.095,2,3.38098e-05,1,bfp8_blocks+bf16_residual,ok
shl_0.mtx,bfp8_outlier,1687,0.006528,0.00624,0.955882,2,3.38098e-05,1,bfp8_outlier_blocks+bf16_residual,ok
shl_0.mtx,auto,1687,0.005856,0.004256,0.726776,1.83462,0,1,dict_u8_lossless,ok
coupled.mtx,bfp8,97193,0.008128,0.00608,0.748031,1.99747,0.000919188,1,bfp8_blocks+bf16_residual,ok
coupled.mtx,bfp8_outlier,97193,0.008064,0.005952,0.738095,1.99763,0.000919188,1,bfp8_outlier_blocks+bf16_residual,ok
coupled.mtx,auto,97193,0.00592,0.005984,1.01081,1.99747,0.000919188,1,bfp8_blocks+bf16_residual,ok
co5.mtx,bfp8,57993,0.0104,0.010144,0.975385,1.99841,0.00193651,1,bfp8_blocks+bf16_residual,ok
co5.mtx,bfp8_outlier,57993,0.007968,0.008032,1.00803,1.99841,0.00193651,1,bfp8_outlier_blocks+bf16_residual,ok
co5.mtx,auto,57993,0.007936,0.007936,1,1.99841,0.00193651,1,bfp8_blocks+bf16_residual,ok
sctap1-2c_A_1.mtx,bfp8,1678,0.003808,0.003872,1.01681,1.99046,0.000494434,1,bfp8_blocks+bf16_residual,ok
sctap1-2c_A_1.mtx,bfp8_outlier,1678,0.00384,0.003872,1.00833,1.99046,0.000494434,1,bfp8_outlier_blocks+bf16_residual,ok
sctap1-2c_A_1.mtx,auto,1678,0.0048,0.00528,1.1,1.08105,0,1,dict_u8_lossless,ok
lp_scsd6.mtx,bfp8,4316,0.005888,0.005856,0.994565,1.92539,0.0013431,1,bfp8_blocks+bf16_residual,ok
lp_scsd6.mtx,bfp8_outlier,4316,0.005952,0.005856,0.983871,1.92539,0.0013431,1,bfp8_outlier_blocks+bf16_residual,ok
lp_scsd6.mtx,auto,4316,0.007744,0.006464,0.834711,1.03707,9.37902e-08,1,dict_u8_lossless,ok
rdb200l.mtx,bfp8,1120,0.005344,0.005152,0.964072,1.48214,0.00486328,1,bfp8_blocks+bf16_residual,ok
rdb200l.mtx,bfp8_outlier,1120,0.004224,0.006016,1.42424,1.48214,0.00486328,1,bfp8_outlier_blocks+bf16_residual,ok
rdb200l.mtx,auto,1120,0.003936,0.00384,0.97561,1.04286,7.4563e-08,1,dict_u8_lossless,ok
gre_1107.mtx,bfp8,5664,0.003872,0.003872,1,1.93309,0.00485812,1,bfp8_blocks+bf16_residual,ok
gre_1107.mtx,bfp8_outlier,5664,0.006016,0.003904,0.648936,1.93874,0.00252301,1,bfp8_outlier_blocks+bf16_residual,ok
gre_1107.mtx,auto,5664,0.004352,0.004544,1.04412,1.01554,6.85297e-08,1,dict_u8_lossless,ok
xingo3012_C.mtx,bfp8,10,0.003808,0.00384,1.0084,2,0.000348422,1,bfp8_blocks+bf16_residual,ok
xingo3012_C.mtx,bfp8_outlier,10,0.003872,0.003808,0.983471,2,0.000348422,1,bfp8_outlier_blocks+bf16_residual,ok
xingo3012_C.mtx,auto,10,0.00384,0.00384,1,9,1.00448e-07,1,dict_u8_lossless,ok
lp_stocfor1.mtx,bfp8,501,0.003872,0.00384,0.991736,1.98004,0.00110025,1,bfp8_blocks+bf16_residual,ok
lp_stocfor1.mtx,bfp8_outlier,501,0.003808,0.003936,1.03361,1.98004,0.00110025,1,bfp8_outlier_blocks+bf16_residual,ok
lp_stocfor1.mtx,auto,501,0.003904,0.003808,0.97541,1.36727,5.3723e-08,1,dict_u8_lossless,ok
model6.mtx,bfp8,27628,0.009952,0.010368,1.0418,1.83412,0.000800989,1,bfp8_blocks+bf16_residual,ok
model6.mtx,bfp8_outlier,27628,0.012128,0.010304,0.849604,1.84628,0.000800989,1,bfp8_outlier_blocks+bf16_residual,ok
model6.mtx,auto,27628,0.009952,0.010528,1.05788,1.83412,0.000800989,1,bfp8_blocks+bf16_residual,ok
c-22.mtx,bfp8,28870,0.007968,0.008,1.00402,1.85916,0.000908346,1,bfp8_blocks+bf16_residual,ok
c-22.mtx,bfp8_outlier,28870,0.010176,0.008192,0.805031,1.87191,0.000908346,1,bfp8_outlier_blocks+bf16_residual,ok
c-22.mtx,auto,28870,0.009344,0.008192,0.876712,1.85916,0.000908346,1,bfp8_blocks+bf16_residual,ok
c-33.mtx,bfp8,56123,0.012,0.012032,1.00267,1.6809,0.0012676,1,bfp8_blocks+bf16_residual,ok
c-33.mtx,bfp8_outlier,56123,0.01552,0.014048,0.905155,1.70912,0.0012676,1,bfp8_outlier_blocks+bf16_residual,ok
c-33.mtx,auto,56123,0.012128,0.012032,0.992084,1.6809,0.0012676,1,bfp8_blocks+bf16_residual,ok
t2d_q4_A_11.mtx,bfp8,87025,0.004128,0.004192,1.0155,1.47805,0.00401672,1,bfp8_blocks+bf16_residual,ok
t2d_q4_A_11.mtx,bfp8_outlier,87025,0.006208,0.004224,0.680412,1.52861,0.00125748,1,bfp8_outlier_blocks+bf16_residual,ok
t2d_q4_A_11.mtx,auto,87025,0.006432,0.00416,0.646766,1.47805,0.00401672,1,bfp8_blocks+bf16_residual,ok
hangGlider_2.mtx,bfp8,14754,0.005888,0.005888,1,1.74488,0.00230099,1,bfp8_blocks+bf16_residual,ok
hangGlider_2.mtx,bfp8_outlier,14754,0.008576,0.006944,0.809701,1.74705,0.00230099,1,bfp8_outlier_blocks+bf16_residual,ok
hangGlider_2.mtx,auto,14754,0.005984,0.00688,1.14973,1.74488,0.00230099,1,bfp8_blocks+bf16_residual,ok
kineticBatchReactor_7.mtx,bfp8,84508,0.007936,0.006752,0.850806,1.7472,0.0022306,1,bfp8_blocks+bf16_residual,ok
kineticBatchReactor_7.mtx,bfp8_outlier,84508,0.010976,0.006656,0.606414,1.77029,0.0022306,1,bfp8_outlier_blocks+bf16_residual,ok
kineticBatchReactor_7.mtx,auto,84508,0.007968,0.006624,0.831325,1.7472,0.0022306,1,bfp8_blocks+bf16_residual,ok
494_bus.mtx,bfp8,1666,0.006304,0.005792,0.918782,1.92617,0.00304986,1,bfp8_blocks+bf16_residual,ok
494_bus.mtx,bfp8_outlier,1666,0.005184,0.004256,0.820988,1.92617,0.00304986,1,bfp8_outlier_blocks+bf16_residual,ok
494_bus.mtx,auto,1666,0.004096,0.003904,0.953125,1.92617,0.00304986,1,bfp8_blocks+bf16_residual,ok
LeGresley_2508.mtx,bfp8,16727,0.004192,0.00432,1.03053,1.94327,0.00110588,1,bfp8_blocks+bf16_residual,ok
LeGresley_2508.mtx,bfp8_outlier,16727,0.006304,0.004256,0.675127,1.94805,0.00110588,1,bfp8_outlier_blocks+bf16_residual,ok
LeGresley_2508.mtx,auto,16727,0.00432,0.006176,1.42963,1.94327,0.00110588,1,bfp8_blocks+bf16_residual,ok
bips98_606_C.mtx,bfp8,20,0.00576,0.005248,0.911111,2,0.00190198,1,bfp8_blocks+bf16_residual,ok
bips98_606_C.mtx,bfp8_outlier,20,0.00384,0.00384,1,2,0.00190198,1,bfp8_outlier_blocks+bf16_residual,ok
bips98_606_C.mtx,auto,20,0.00384,0.003904,1.01667,9,5.1623e-08,1,dict_u8_lossless,ok
rdb2048_noL.mtx,bfp8,12032,0.003968,0.00384,0.967742,1.48936,0.00713695,1,bfp8_blocks+bf16_residual,ok
rdb2048_noL.mtx,bfp8_outlier,12032,0.003808,0.003808,1,1.48936,0.00713695,1,bfp8_outlier_blocks+bf16_residual,ok
rdb2048_noL.mtx,auto,12032,0.004544,0.005664,1.24648,1.00399,7.5374e-08,1,dict_u8_lossless,ok
kleemin_A_1.mtx,bfp8,9,0.005632,0.005088,0.903409,2,0,1,bfp8_blocks+bf16_residual,ok
kleemin_A_1.mtx,bfp8_outlier,9,0.00384,0.00384,1,2,0,1,bfp8_outlier_blocks+bf16_residual,ok
kleemin_A_1.mtx,auto,9,0.00384,0.00384,1,3.66667,0,1,dict_u8_lossless,ok
dynamicSoaringProblem_4.mtx,bfp8,36516,0.005408,0.005856,1.08284,1.49482,1.88683e-05,1,bfp8_blocks+bf16_residual,ok
dynamicSoaringProblem_4.mtx,bfp8_outlier,36516,0.008032,0.005856,0.729084,1.53382,1.88683e-05,1,bfp8_outlier_blocks+bf16_residual,ok
dynamicSoaringProblem_4.mtx,auto,36516,0.005888,0.005856,0.994565,1.49482,1.88683e-05,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_14.mtx,bfp8,43298,0.006784,0.006336,0.933962,1.63973,0.00143168,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_14.mtx,bfp8_outlier,43298,0.00752,0.00704,0.93617,1.65858,0.00143168,1,bfp8_outlier_blocks+bf16_residual,ok
freeFlyingRobot_14.mtx,auto,43298,0.005856,0.005888,1.00546,1.63973,0.00143168,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_7.mtx,bfp8,31046,0.006688,0.00672,1.00478,1.59843,0.0019218,1,bfp8_blocks+bf16_residual,ok
freeFlyingRobot_7.mtx,bfp8_outlier,31046,0.009024,0.007104,0.787234,1.62369,0.0019218,1,bfp8_outlier_blocks+bf16_residual,ok
freeFlyingRobot_7.mtx,auto,31046,0.005888,0.005952,1.01087,1.59843,0.0019218,1,bfp8_blocks+bf16_residual,ok
reorientation_5.mtx,bfp8,35590,0.005856,0.00608,1.03825,1.70936,0.00252442,1,bfp8_blocks+bf16_residual,ok
reorientation_5.mtx,bfp8_outlier,35590,0.008032,0.005856,0.729084,1.73498,0.00252442,1,bfp8_outlier_blocks+bf16_residual,ok
reorientation_5.mtx,auto,35590,0.007904,0.006176,0.781377,1.70936,0.00252442,1,bfp8_blocks+bf16_residual,ok
spaceStation_12.mtx,bfp8,19728,0.009888,0.007904,0.799353,1.62819,0.0029552,1,bfp8_blocks+bf16_residual,ok
spaceStation_12.mtx,bfp8_outlier,19728,0.010112,0.007904,0.781646,1.65577,0.00230956,1,bfp8_outlier_blocks+bf16_residual,ok
spaceStation_12.mtx,auto,19728,0.008,0.009408,1.176,1.62819,0.0029552,1,bfp8_blocks+bf16_residual,ok
spaceStation_7.mtx,bfp8,18252,0.006688,0.00656,0.980861,1.55736,0.00362161,1,bfp8_blocks+bf16_residual,ok
spaceStation_7.mtx,bfp8_outlier,18252,0.008832,0.006464,0.731884,1.58805,0.00250726,1,bfp8_outlier_blocks+bf16_residual,ok
spaceStation_7.mtx,auto,18252,0.009632,0.00864,0.89701,1.55736,0.00362161,1,bfp8_blocks+bf16_residual,ok
tumorAntiAngiogenesis_8.mtx,bfp8,4776,0.00592,0.00576,0.972973,1.63987,0.00158567,1,bfp8_blocks+bf16_residual,ok
tumorAntiAngiogenesis_8.mtx,bfp8_outlier,4776,0.008736,0.00736,0.842491,1.66667,0.00158567,1,bfp8_outlier_blocks+bf16_residual,ok
tumorAntiAngiogenesis_8.mtx,auto,4776,0.00688,0.006432,0.934884,1.63987,0.00158567,1,bfp8_blocks+bf16_residual,ok
lpi_qual.mtx,bfp8,1646,0.00384,0.004128,1.075,1.89368,0.00306296,1,bfp8_blocks+bf16_residual,ok
lpi_qual.mtx,bfp8_outlier,1646,0.00384,0.00384,1,1.89368,0.00306296,1,bfp8_outlier_blocks+bf16_residual,ok
lpi_qual.mtx,auto,1646,0.003808,0.003808,1,1.89368,0.00306296,1,bfp8_blocks+bf16_residual,ok
scrs8-2r_A_10.mtx,bfp8,58439,0.003936,0.004096,1.04065,2,2.60706e-05,1,bfp8_blocks+bf16_residual,ok
scrs8-2r_A_10.mtx,bfp8_outlier,58439,0.004,0.004192,1.048,2,2.60706e-05,1,bfp8_outlier_blocks+bf16_residual,ok
scrs8-2r_A_10.mtx,auto,58439,0.004736,0.005504,1.16216,1.00329,3.93775e-09,1,dict_u8_lossless,ok
ww_vref_6405.mtx,bfp8,48737,0.005984,0.00752,1.25668,1.97138,0.0027229,1,bfp8_blocks+bf16_residual,ok
ww_vref_6405.mtx,bfp8_outlier,48737,0.006464,0.00656,1.01485,1.974,0.0027229,1,bfp8_outlier_blocks+bf16_residual,ok
ww_vref_6405.mtx,auto,48737,0.006336,0.007072,1.11616,1.97138,0.0027229,1,bfp8_blocks+bf16_residual,ok
lp_fit2d.mtx,bfp8,129042,0.015744,0.012896,0.819106,1.21584,0.0113373,0,bfp8_blocks+bf16_residual,ok
